stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,28.6,0,4.09,0
72hpf,5.35,1.07,0,2.14,0,4.28,0
21Day,16.06,0,0,5.35,0,2.68,0
3Month,3.52,0,0.64,5.44,0.32,0,0.64
22Month,4.37,0,0.55,3.83,0,0.55,0.55
