stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,5.35,0,1.07,0
21Day,0,0,0,0,0,2.68,0
3Month,0,0,0,0,0,0,0.32
22Month,7.11,1.09,1.09,0,0.55,0,0.55
