stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,20.43,4.09
72hpf,0,0,1.07,4.28,3.21
21Day,2.68,1.34,0,2.68,4.02
3Month,0.96,0.32,0,0,0.32
