stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,89.9,0,0,0
72hpf,6.42,2.14,0,0,191.49,0,0,5.35
21Day,0,2.68,0,2.68,68.27,0,1.34,1.34
3Month,1.28,0,0.32,0,0.32,0,0,0.32
22Month,4.37,0.55,0,0,0,0.55,0,0.55
