stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,12.26,0,0
72hpf,0,0,0,0,0,0,0,1.07
21Day,1.34,0,1.34,0,1.34,0,0,1.34
3Month,0,0.64,0,0.64,0,0,0,0
22Month,0,7.11,0,0,0,0,1.09,0
