stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0,0
72hpf,0,3.21,2.14,0,1.07,10.7,0,0,1.07
21Day,1.34,6.69,2.68,0,4.02,12.05,0,1.34,6.69
3Month,0,1.6,0,0.32,0.32,0,0,0,0
22Month,0.55,10.93,0,2.73,0.55,0.55,1.09,0,1.09
