stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,24.52,0,8.17,93.99,32.69
72hpf,0,3.21,0,1.07,4.28,10.7
21Day,0,1.34,0,1.34,1.34,13.39
3Month,0.96,2.56,0,0.64,0,3.2
22Month,0,12.57,1.09,0,0,2.73
