stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,16.35,0,0,4.09
72hpf,0,0,1.07,0,1.07,1.07,0,0,0
21Day,0,0,4.02,0,0,1.34,0,0,0
3Month,15.04,0.32,46.71,1.92,1.28,0.32,0,0.32,1.92
22Month,15.31,0,82,1.09,0,1.09,1.09,1.09,1.09
