stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,4.09,0
72hpf,2.14,0,0,0,2.14,0,0
21Day,0,0,0,0,8.03,4.02,1.34
3Month,0,1.28,0.96,0.32,0,0,0
22Month,0,0.55,0,0.55,0,0.55,0
