stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,44.95,0,0,4.09,1140.11,8.17,0,44.95
72hpf,2.14,12.84,0,0,1.07,84.51,0,0,4.28
21Day,0,4.02,2.68,1.34,0,26.77,0,0,4.02
3Month,0,4.8,0.96,1.6,0.96,0,0,0.32,0.64
22Month,0,13.67,19.13,1.64,0,0.55,0.55,0,1.64
