stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,28.6,0,0
72hpf,1.07,0,0,2.14,0,0
21Day,1.34,1.34,0,9.37,0,1.34
3Month,0.32,0,0,0.96,0.32,0.32
22Month,3.83,0,0.55,1.09,0,0
