stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,114.42,16.35,4.09
72hpf,1.07,2.14,1.07,0,0,98.42,5.35,1.07
21Day,0,10.71,0,0,1.34,96.37,5.35,1.34
3Month,0,1.28,0,0.96,0.32,0.32,0,0.64
22Month,0,14.21,0.55,0,0.55,0.55,0,0.55
