stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,2.14,0,0,6.42,13.91,0,3.21
21Day,1.34,1.34,0,0,9.37,10.71,0,0
3Month,0.64,1.92,0.64,2.88,2.56,0,0,0.96
22Month,1.09,9.29,0,2.19,3.83,1.09,1.64,3.83
