stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,14.98,0,0,2.14,0,13.91
21Day,1.34,0,0,0,0,2.68
3Month,2.56,0.32,0.32,14.4,0,2.88
22Month,0,0,0,9.29,0.55,0.55
