stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4.09,0,4.09,49.04,0,0
72hpf,0,0,0,0,37.44,0,6.42
21Day,0,0,0,0,28.11,1.34,2.68
3Month,0,1.28,0,0,0,0,0
22Month,0.55,4.37,0.55,1.64,0.55,0,0.55
