stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,4.09
72hpf,0,0,0,6.42,0,1.07
21Day,0,0,0,1.34,0,0
3Month,0.32,0,0.32,1.28,0,0
22Month,3.83,0,1.64,0.55,1.64,1.64
