stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,0,0,0,0,39.58,0
21Day,1.34,2.68,0,0,42.83,1.34
3Month,0,0.64,0,0,0.64,0
22Month,0,2.73,0.55,0.55,25.15,0.55
