stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,486.28,0,0,8.17,0,175.72,0,0
72hpf,11.77,6674.43,10.7,0,2.14,21.4,348.75,1.07,95.21
21Day,1.34,1460.34,50.86,1.34,30.79,18.74,93.7,30.79,57.56
3Month,0.32,268.44,2.24,29.12,8.64,1.6,3.52,0.96,82.87
22Month,0,20.23,0,9.29,4.92,0.55,2.19,0.55,12.03
