stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,16.35,0,4.09,4.09,36.78,0,16.35
72hpf,0,7.49,0,0,0,3.21,0,2.14
21Day,0,0,0,1.34,0,0,0,1.34
22Month,1.09,18.04,302.85,9.84,0.55,0,5.47,1.64
