stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,12.26,0,0
72hpf,0,0,0,0,13.91,0,0
21Day,1.34,5.35,0,0,9.37,0,2.68
3Month,0,0.64,0.32,0.32,0.32,0,0.64
22Month,0.55,2.19,1.09,0,0,0.55,0.55
