stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,3.21,0,0,0,0,0
21Day,0,40.16,1.34,0,0,0,0
3Month,0.64,17.92,0.64,0.64,0.64,0,0.32
22Month,0,1.09,0,0,0.55,0,0.55
