stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,0,2.14,0,1.07
21Day,0,0,0,0,0,0,1.34,2.68
3Month,0.96,0,12.48,0.64,0,0,0,0
22Month,0.55,0,2.19,0.55,0.55,0,0,0
