stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,0,0,65.26,14.98,0,1.07
21Day,0,0,24.09,0,1.34,2.68
22Month,2.73,0.55,0,0,0,0
