stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,0,126.68,4.09,16.35
72hpf,0,5.35,2.14,0,0,1.07,64.19,0,8.56
21Day,0,4.02,2.68,0,0,1.34,17.4,1.34,17.4
3Month,0,2.56,0.32,0.64,0.32,0,0,0,0
22Month,1.09,9.84,0,4.37,0.55,0,1.64,0,0
