stage,Epithelial,Erythroid,Germ,Immune,Muscle,Other,Secretory,Stromal
21Day,1.34,0,5.35,0,0,0,0,0
3Month,9.28,0.32,36.47,0.96,0.96,0,0.64,1.6
22Month,2.73,0,14.21,0.55,0,0.55,0,0.55
