stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,17.12,0,0
21Day,0,0,0,1.34,5.35,0,0
3Month,0,4.8,0.32,0,0,0,4.16
22Month,0.55,7.11,0.55,1.64,0,2.19,2.19
