stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,4.09,8.17,24.52,0,4.09
72hpf,0,0,0,0,0,4.28,0,0
21Day,0,5.35,0,1.34,0,6.69,0,1.34
3Month,2.88,0,0.64,0.32,0,0,0,0
22Month,11.48,0.55,0.55,2.19,0.55,0,0.55,0
