stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,24.52,0,0,0,0,73.56,12.26
72hpf,0,25.67,0,0,2.14,1.07,10.7,0
21Day,0,12.05,0,0,8.03,0,2.68,2.68
3Month,0,39.99,0.32,15.36,54.07,0.64,1.28,1.28
22Month,0,10.93,0,1.09,24.05,0,0,1.09
