stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,8.17,0,4.09
72hpf,0,2.14,0,0,0,0,2.14,0,3.21
21Day,0,5.35,0,0,1.34,1.34,8.03,0,1.34
22Month,0.55,13.12,0.55,0.55,1.09,1.64,1.09,0.55,4.37
