stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,16.35,4.09,106.25,0,24.52
72hpf,0,2.14,1.07,1.07,1.07,22.47,0,13.91
21Day,2.68,28.11,6.69,8.03,1.34,13.39,1.34,12.05
3Month,0,1.28,0,0.32,0,0,0,0
22Month,0,1.64,0,0,0,0,0,0
