stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,0,1.07,0,0
21Day,0,0,0,0,1.34,0,0,0,0
3Month,0,3.52,0,9.6,0.64,0.64,0,0,0.32
22Month,1.09,33.89,1.09,10.39,0,0.55,3.28,0.55,2.19
