stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,8.17,0,0,4.09,0,28.6,0,4.09
72hpf,0,7.49,3.21,0,0,1.07,128.37,0,5.35
21Day,0,4.02,1.34,0,2.68,2.68,69.6,0,16.06
3Month,0,7.68,0,1.92,0.96,0,15.68,0,0.32
22Month,0.55,42.64,0,0,6.01,1.09,7.65,0.55,0.55
