stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,8.17,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0
21Day,1.34,0,0,9.37,0,0,0,0,0
3Month,5.44,0,1.28,11.84,0.32,0.32,0,0.32,0.64
22Month,9.84,0.55,0.55,7.11,0,0,0.55,0,0.55
