stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,16.35,0,0
72hpf,3.21,0,0,74.89,0,1.07
21Day,2.68,0,0,45.51,0,1.34
3Month,0.96,0.32,0.96,0.32,0,0
22Month,3.28,0,1.09,1.09,0.55,0
