stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,20.43,0,20.43
72hpf,0,2.14,0,0,0,0,14.98,0,3.21
21Day,1.34,6.69,1.34,0,1.34,0,6.69,0,6.69
3Month,0,2.88,0,2.24,2.24,0.32,0,0,1.28
22Month,0,11.48,0,1.64,1.64,0.55,0,1.09,0
