stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,0,1.07,2.14,0,0
21Day,0,1.34,0,0,4.02,1.34,1.34
3Month,14.08,66.87,2.88,1.6,0.64,0.64,1.92
22Month,3.28,4.37,0,0,0,0,0
