stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,2.14,0,0
21Day,0,0,0,4.02,4.02,0,0
3Month,0,1.6,1.6,5.12,0.96,0.32,0
22Month,0.55,6.01,0.55,22.41,0,0,0.55
