stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,28.6,0,0
72hpf,0,0,1.07,2.14,0,1.07,1.07,0
21Day,0,0,1.34,0,0,0,0,0
3Month,0.32,0.64,0,3.84,0.32,0,0,0.64
