stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,16.35,0
72hpf,1.07,0,0,0,0,1.07,3.21
21Day,1.34,1.34,0,0,0,5.35,2.68
3Month,1.6,0,0.64,0.64,0.32,0,0
22Month,0.55,0.55,0,0.55,0,0,0
