stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,4.09
3Month,0,0.32,1.92,0.32,0,0.32,0.32
22Month,0.55,0,0,0,0,0,0.55
