stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,2.14,0
21Day,4.02,1.34,0,0,1.34
3Month,0,0,0,0,1.92
22Month,3.28,0,0.55,0,1.64
