stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,20.43,0,0,0
72hpf,0,0,0,0,7.49,1.07,1.07,0
21Day,1.34,0,0,1.34,0,0,0,0
3Month,14.72,3.52,2.24,0,0,0,0,0.96
22Month,15.31,1.09,1.64,0,0,0,0,1.09
