stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,0,4.09
72hpf,0,0,0,1.07,0,1.07,2.14,0,0
21Day,0,0,0,1.34,0,0,0,0,0
3Month,0.32,8,0.64,79.35,4.8,1.28,0,0.32,0.64
22Month,0,0.55,0,11.48,0,0,0,0,0.55
