stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,3.21,0,0,0,2.14,0
21Day,1.34,0,0,1.34,1.34,2.68
3Month,3.84,0,0.32,0,0,0
22Month,2.19,0.55,0.55,0,0,0
