stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,2.14,51.35,0,0
21Day,0,0,0,22.76,0,1.34
22Month,2.19,1.64,0,0,0.55,0
