stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,4.09,0,0,40.86,0,0
72hpf,6.42,0,0,0,5.35,0,4.28
21Day,1.34,0,2.68,1.34,2.68,0,2.68
3Month,7.36,0.32,89.59,3.2,0.32,0.64,0.64
22Month,4.92,0,19.13,1.64,0.55,0,1.09
