stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,4.09,0,0
72hpf,0,1.07,0,0,0,32.09,0,1.07
21Day,0,0,0,0,4.02,2.68,0,1.34
3Month,2.56,0,10.56,1.28,0.96,1.6,0.64,0
