stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,28.6,0,4.09
72hpf,1.07,0,0,2.14,0,1.07
21Day,0,0,1.34,0,0,1.34
22Month,4.37,0.55,0,0.55,0.55,0.55
