stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,12.26,0,0,0,0,0,0
72hpf,1.07,34.23,0,0,0,1.07,0,0
21Day,0,21.42,1.34,0,0,0,0,0
3Month,0,6.08,0,1.6,1.28,0,0,1.28
22Month,0,30.07,0,0,1.64,0.55,1.09,0
