stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,57.21,0,0,0
72hpf,0,0,0,0,2.14,6.42,0,0,7.49
21Day,0,0,1.34,0,0,2.68,0,0,14.72
3Month,0.32,5.44,3.52,1.92,0,0,0,1.6,3.2
22Month,0,14.21,7.65,1.09,0.55,0.55,0.55,0,0
