stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,4.09,0,0,0,0
72hpf,17.12,0,0,0,9.63,0,1.07
21Day,6.69,0,1.34,0,9.37,0,0
3Month,47.67,16.32,12.48,0.64,0.96,0.96,0.64
22Month,18.59,0.55,6.01,0,1.09,0.55,0.55
