stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,0,3.21,1.07
21Day,0,0,0,5.35,0
3Month,0.64,0.32,0.32,3.2,0
22Month,2.73,0,0,2.19,0
