stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,24.52,0,0,0
72hpf,1.07,0,1.07,21.4,0,0,3.21
21Day,0,0,0,10.71,0,1.34,0
22Month,2.73,0,0,0.55,0.55,0,0
