stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,4.09
72hpf,0,0,0,0,3.21,1.07
21Day,0,0,0,0,1.34,0
3Month,0.32,0.64,0,0.32,0,0
22Month,9.84,0.55,1.64,0,0.55,0.55
