stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,5.35,0,0
21Day,1.34,0,0,6.69,0,0
3Month,3.2,0.64,0.32,0,0.32,0.32
22Month,5.47,0.55,0.55,0,0,0.55
