stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,25.67,0,0,11.77,0,0
21Day,4.02,0,1.34,4.02,1.34,1.34
3Month,0.32,0.64,0,0,0,0.32
22Month,1.09,0,0,0,0,0
