stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,3.21,1.07,1.07
21Day,0,0,0,0,0,1.34,2.68,0
3Month,0.96,22.4,0.96,13.76,3.2,0.32,0.32,2.24
22Month,0.55,3.28,0,1.64,0,0.55,0,0
