stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,16.35,0,0,0
72hpf,0,0,0,0,1.07,0,0,0
21Day,0,0,0,0,14.72,0,0,0
3Month,0,6.08,0.32,0.64,13.44,0.32,0.96,0
22Month,0.55,12.03,0,0.55,29.52,0,0,0.55
