stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,4.09,28.6,4.09
72hpf,0,0,0,0,8.56,1.07
3Month,0,1.28,0.32,0,0,0
22Month,0.55,0,0,0,0,0
