stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.07,0,0,1.07,0,0
21Day,1.34,1.34,0,1.34,0,1.34
3Month,3.52,46.07,1.6,0,0.96,0.96
22Month,2.73,0.55,0.55,0,0,0
