stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,8.17,0,0,4.09,8.17,118.51,12.26
72hpf,0,7.49,1.07,0,1.07,1.07,46,6.42
21Day,0,9.37,8.03,0,6.69,9.37,26.77,4.02
3Month,0.96,2.88,0,0.96,0.96,0.64,0,0.32
22Month,0,10.39,0,0,0.55,0,0,0.55
