stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,4.28,0,0,0,0,109.12,1.07,1.07
21Day,1.34,1.34,0,0,0,25.43,0,4.02
3Month,0.64,0,2.56,0,0.64,0.96,0,0.32
22Month,3.83,0,0,2.19,0,0.55,0,0.55
