stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,4.09
72hpf,0,0,0,7.49
21Day,0,0,0,1.34
3Month,0.64,0.32,0.32,0.32
22Month,1.64,0,0,0
