stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Stromal
72hpf,0,4.28,0,0,0,0,0
21Day,0,2.68,0,32.12,0,0,0
3Month,0,15.36,0.32,8.64,0,0,0
22Month,0.55,77.08,1.09,3.83,0.55,1.64,0.55
